2019-12-23 13:09:44 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Closing |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:45 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Closing |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:46 | 1 | Opening |
2019-12-23 13:09:47 | 1 | Closing |
2019-12-23 13:09:47 | 1 | Opening |
2019-12-23 13:09:47 | 1 | Opening |
2019-12-23 13:09:47 | 1 | Opening |
2019-12-23 13:09:47 | 1 | Opening |
2019-12-23 13:09:47 | 1 | Closing |
2019-12-23 13:09:47 | 1 | Closing |
2019-12-23 13:09:47 | 1 | Opening |
2019-12-23 13:09:47 | 1 | Opening |
2019-12-23 13:09:48 | 1 | Opening |
2019-12-23 13:09:48 | 1 | Closing |
2019-12-23 13:09:48 | 1 | Closing |
2019-12-23 13:09:48 | 1 | Opening |
2019-12-23 13:09:48 | 1 | Opening |
2019-12-23 13:09:48 | 1 | Closing |
2019-12-23 13:09:48 | 1 | Closing |
2019-12-23 13:09:48 | 1 | Closing |
2019-12-23 13:09:48 | 1 | Closing |
2019-12-23 13:09:48 | 1 | Closing |
2019-12-23 13:09:49 | 1 | Opening |
2019-12-23 13:09:49 | 1 | Closing |
2019-12-23 13:09:49 | 1 | Closing |
2019-12-23 13:09:49 | 1 | Opening |
2019-12-23 13:09:49 | 1 | Opening |
2019-12-23 13:09:49 | 1 | Opening |
2019-12-23 13:09:49 | 1 | Closing |
2019-12-23 13:09:49 | 1 | Opening |
2019-12-23 13:09:49 | 1 | Opening |
2019-12-23 13:09:50 | 1 | Opening |
2019-12-23 13:09:50 | 1 | Closing |
2019-12-23 13:09:50 | 1 | Opening |
2019-12-23 13:09:50 | 1 | Closing |
2019-12-23 13:09:50 | 1 | Closing |
2019-12-23 13:09:50 | 1 | Opening |
2019-12-23 13:09:50 | 1 | Opening |
2019-12-23 13:09:50 | 1 | Opening |
2019-12-23 13:09:50 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:51 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Closing |
2019-12-23 13:09:52 | 1 | Opening |
2019-12-23 13:09:52 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:53 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:54 | 1 | Closing |
2019-12-23 13:09:55 | 1 | Closing |
2019-12-23 13:09:55 | 1 | Closing |
2019-12-23 13:09:55 | 1 | Closing |
2019-12-23 13:09:55 | 1 | Closing |
2019-12-23 13:09:55 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:55 | 1 | Closing |
2019-12-23 13:09:55 | 1 | Closing |
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:56 | 1 | Closing |
2019-12-23 13:09:56 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:57 | 1 | Closing |
2019-12-23 13:09:57 | 1 | Closing |
2019-12-23 13:09:57 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:57 | 1 | Closing |
2019-12-23 13:09:57 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:57 | 1 | Closing |
2019-12-23 13:09:57 | 1 | Closing |
2019-12-23 13:09:57 | 1 | DROWSY |  output/output_video/20191223/20191223_1309.mp4
2019-12-23 13:09:57 | 1 | Closing |
